 409	 
 252	 
-1.000	 -1.000	  -1.000	 
-1.500	 -0.500	  -1.000	 
-1.000	 0.000	  -1.000	 
-1.500	 0.500	  -1.000	 
-1.000	 1.000	  -1.000	 
-1.500	 1.500	  -1.000	 
-1.000	 2.000	  -1.000	 
-1.500	 2.500	  -1.000	 
-1.000	 3.000	  -1.000	 
-0.500	 -2.500	  -1.000	 
0.000	 -2.000	  -1.000	 
-0.500	 -1.500	  -1.000	 
0.000	 -1.000	  -1.000	 
-0.500	 -0.500	  -1.000	 
0.000	 0.000	  -1.000	 
-0.500	 0.500	  -1.000	 
0.000	 1.000	  -1.000	 
-0.500	 1.500	  -1.000	 
0.000	 2.000	  -1.000	 
-0.500	 2.500	  -1.000	 
0.000	 3.000	  -1.000	 
0.500	 -2.500	  -1.000	 
1.000	 -2.000	  -1.000	 
0.500	 -1.500	  -1.000	 
1.000	 -1.000	  -1.000	 
0.500	 -0.500	  -1.000	 
1.000	 0.000	  -1.000	 
0.500	 0.500	  -1.000	 
1.000	 1.000	  -1.000	 
0.500	 1.500	  -1.000	 
1.000	 2.000	  -1.000	 
0.500	 2.500	  -1.000	 
1.000	 3.000	  -1.000	 
1.500	 -2.500	  -1.000	 
2.000	 -2.000	  -1.000	 
1.500	 -1.500	  -1.000	 
2.000	 -1.000	  -1.000	 
1.500	 -0.500	  -1.000	 
2.000	 0.000	  -1.000	 
1.500	 0.500	  -1.000	 
2.000	 1.000	  -1.000	 
1.500	 1.500	  -1.000	 
2.000	 2.000	  -1.000	 
1.500	 2.500	  -1.000	 
2.000	 3.000	  -1.000	 
2.500	 -2.500	  -1.000	 
3.000	 -2.000	  -1.000	 
2.500	 -1.500	  -1.000	 
3.000	 -1.000	  -1.000	 
2.500	 -0.500	  -1.000	 
3.000	 0.000	  -1.000	 
2.500	 0.500	  -1.000	 
3.000	 1.000	  -1.000	 
2.500	 1.500	  -1.000	 
3.000	 2.000	  -1.000	 
2.500	 2.500	  -1.000	 
3.000	 3.000	  -1.000	 
